0.10 -0.000 0.000 
0.20 0.098 0.090 
0.30 0.251 0.238 
0.40 0.409 0.392 
0.50 0.566 0.547 
0.60 0.721 0.693 
0.70 0.873 0.829 
0.80 1.005 0.955 
0.90 1.122 1.086 
1.00 1.236 1.189 
