0.05 0.004 0.019 
0.10 0.071 0.071 
0.14 0.125 0.123 
0.19 0.179 0.175 
0.24 0.233 0.227 
0.29 0.287 0.279 
0.33 0.341 0.332 
0.38 0.394 0.383 
0.43 0.448 0.433 
0.48 0.502 0.482 
0.52 0.556 0.532 
0.57 0.607 0.580 
0.62 0.661 0.637 
0.67 0.710 0.685 
0.71 0.756 0.737 
0.76 0.809 0.768 
0.81 0.851 0.805 
0.86 0.905 0.843 
0.90 0.954 0.884 
0.95 0.999 0.931 
1.00 1.053 0.980 
